Millesime,Catégorie juridique,Catégorie,Etablissement2,Ressource,Négociée,Valeur,Code département,Académie,Code Région,Région
2018,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),OVID - bases de données hors négociation Couperin,NON,57827.03,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Oxford Dictionary of National Biography (ODNB) Online,NON,2698.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Oxford English Dictionary Online,NON,1864.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Oxford English Dictionary Online,NON,1468.0,D094,Créteil,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Oxford English Dictionary Online,NON,1572.56,D094,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Oxford English Dictionary Online,NON,2575.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Oxford English Dictionary Online,NON,1080.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Oxford Handbooks Online,NON,3935.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Sainte Geneviève (BSG),Oxford Islamic Studies Online,NON,1051.68,D075,Paris,R11,Île-de-France
2016,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Oxford Islamic Studies Online,NON,813.0,D075,Paris,R11,Île-de-France
2017,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Oxford Islamic Studies Online,NON,688.0,D075,Paris,R11,Île-de-France
2018,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Oxford Islamic Studies Online,NON,854.83,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Oxford Islamic Studies Online,NON,944.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Oxford Islamic Studies Online,NON,982.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,Oxford Reference Online,NON,552.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Oxford Reference Online,NON,2302.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Oxford University Press (OUP) - Bases de données,OUI,16721.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),Oxford University Press (OUP) - Bases de données,OUI,75921.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),Oxford University Press (OUP) - Bases de données,OUI,2355.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Oxford University Press (OUP) - Bases de données,OUI,7081.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),Oxford University Press (OUP) - Bases de données,OUI,1062.84,D095,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Oxford University Press (OUP) - Bases de données,OUI,5104.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Sorbonne,Oxford University Press (OUP) - Bases de données,OUI,10744.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Sorbonne,Oxford University Press (OUP) - Bases de données,OUI,11120.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Oxford University Press (OUP) - Revues,OUI,3443.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Oxford University Press (OUP) - Revues,OUI,4184.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Oxford University Press (OUP) - Revues,OUI,4668.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),Oxford University Press (OUP) - Revues,OUI,142841.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),Oxford University Press (OUP) - Revues,OUI,4668.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Oxford University Press (OUP) - Revues,OUI,6372.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Oxford University Press (OUP) - Revues,OUI,4293.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,63242.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,3365.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Oxford University Press (OUP) - Revues hors négociation Couperin,NON,659.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Oxford University Press (OUP) - Revues hors négociation Couperin,NON,612.1,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,1318.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,13396.0,D078,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,12555.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),Oxford University Press (OUP) - Revues hors négociation Couperin,NON,25308.76,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Pack Inist SHS (Francis+Eric) - Ebsco,NON,4343.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Pack Inist SHS (Francis+Eric) - Ebsco,NON,1795.0,D092,Versailles,R11,Île-de-France
2015,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Palgrave Connect,NON,201.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Palgrave Connect,NON,9397.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Pathway Studio,NON,3336.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Peeters - Revues,NON,522.0,D075,Paris,R11,Île-de-France
2018,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Peeters - Revues,NON,1949.06,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,PEP-Web,NON,5985.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,PEP-Web,NON,6105.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Philosopher's Index (Diff. Ebsco),OUI,4071.0,D092,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Philosopher's Index (Diff. Ebsco),OUI,6706.0,D092,Versailles,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Sainte Geneviève (BSG),Philosopher's Index (Diff. Ovid),NON,1885.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),Philosopher's Index (Diff. Proquest),NON,2486.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Philosophical Documentation - E-collection,NON,7458.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),Physical society of Japan - Revues,NON,517.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Political Science Complete,NON,2446.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Political Science Complete,NON,3174.0,D093,Créteil,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Portland Press - Revues,NON,14117.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Portland Press - Revues,NON,14750.0,D075,Paris,R11,Île-de-France
2018,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Press Reader,NON,8549.27,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Sorbonne Universités (COMUE Sorbonne Universités),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,9410.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Sorbonne Universités (COMUE Sorbonne Universités),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,8734.1,D075,Paris,R11,Île-de-France
2015,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,1921.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,12567.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,4124.0,D078,Versailles,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,3633.38,D078,Versailles,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,2348.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,2100.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,2519.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Proceedings of the National Academy of Sciences of the United States of America (PNAS),OUI,2675.8,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Project Muse,OUI,9450.0,D075,Paris,R11,Île-de-France
2016,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Project Muse,OUI,377.0,D075,Paris,R11,Île-de-France
2018,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Project Muse,OUI,4300.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,Project Muse,OUI,7335.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,Project Muse,OUI,7718.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Project Muse,OUI,1941.0,D094,Créteil,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Proquest - Bases de données hors négociation,NON,642.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Proquest - Bases de données hors négociation,NON,71809.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Proquest - Bases de données hors négociation,NON,1112.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Sainte Geneviève (BSG),Proquest - Bases de données hors négociation,NON,434.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Proquest - Bases de données hors négociation,NON,351.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Proquest - Bases de données hors négociation,NON,13169.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Proquest - Bases de données hors négociation,NON,8864.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Sorbonne,Proquest - Bases de données hors négociation,NON,6875.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Proquest Bases de données en SHS,OUI,11498.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),Proquest Bases de données en SHS,OUI,8825.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),Proquest Bases de données en SHS,OUI,17797.05,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,École nationale des Chartes (ENC),Proquest Bases de données en SHS,OUI,7872.24,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Proquest Bases de données en SHS,OUI,2895.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Institut national d'histoire de l'art (INHA),Proquest Bases de données en SHS,OUI,10010.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Institut national d'histoire de l'art (INHA),Proquest Bases de données en SHS,OUI,11128.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Proquest Bases de données en SHS,OUI,7111.0,D092,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Proquest Bases de données en SHS,OUI,6215.0,D092,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Proquest Bases de données en SHS,OUI,18155.54,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Proquest Bases de données en SHS,OUI,83522.25,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),"Proquest Business & Economics (ABI,...)",OUI,12849.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Proquest Collections Germaniques,NON,1128.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Proquest Collections Germaniques,NON,830.0,D075,Paris,R11,Île-de-France
2018,"Association déclarée, reconnue d'utilité publique",Établissement privé d'enseignement universitaire,Institut catholique de Paris (ICP),Proquest Ebook Central,OUI,1530.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Proquest Ebook Central,OUI,17000.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Proquest Ebook Central,OUI,17250.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,PsycArticles (diff. Ebsco),OUI,11050.0,D092,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,PsycArticles (diff. Ebsco),OUI,11352.0,D092,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,PsycArticles (diff. Ebsco),OUI,14718.0,D093,Créteil,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),PsycInfo (Diff. Ebsco),OUI,3675.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Sorbonne Universités (COMUE Sorbonne Universités),PsycInfo (Diff. Ebsco),OUI,72459.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,PsycInfo (Diff. Ebsco),OUI,9293.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),PsycInfo (Diff. Ovid),OUI,9119.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),PsycInfo (Diff. Ovid),OUI,9988.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,PsycInfo + Psychology and Behavioral Science Collection,OUI,9624.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,PsycInfo + Psychology and Behavioral Science Collection,OUI,14068.0,D093,Créteil,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,PsycInfo + Psychology and Behavioral Science Collection,OUI,14219.0,D093,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,PsycTests (Diff. American Psychological Association ),OUI,4914.0,D092,Versailles,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Pythia (Bibliographie platonicienne),NON,450.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Radiological Society of North America (RSNA) - Revues,NON,4392.18,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Rarebooks.info,NON,990.0,D075,Paris,R11,Île-de-France
2018,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Rav-Milim,NON,1403.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),REAXYS,NON,9964.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),REAXYS,NON,10262.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),REAXYS,NON,13283.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),REAXYS,NON,51981.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),REAXYS,NON,7865.39,D091,Versailles,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Recueil des Cours de l'Académie de Droit International (RCADI),OUI,589.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Recueil des Cours de l'Académie de Droit International (RCADI),OUI,572.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),Reef,OUI,510.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),Reef,OUI,520.0,D091,Versailles,R11,Île-de-France
2018,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),RELX - Elsevier - Ebooks (hors EBS),OUI,63516.5,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),RELX - Elsevier - Ebooks (hors EBS),OUI,65780.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),RELX - Elsevier - Ebooks (hors EBS),OUI,1488.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),RELX - Elsevier - Ebooks (hors EBS),OUI,1798.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Pierre-et-Marie-Curie (UPMC),RELX - Elsevier - Ebooks (hors EBS),OUI,12148.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Société savante,Académie nationale de médecine,RELX - Elsevier - Freedom Collection,OUI,10905.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),RELX - Elsevier - Freedom Collection,OUI,77003.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),RELX - Elsevier - Freedom Collection,OUI,90339.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),RELX - Elsevier - Freedom Collection,OUI,44308.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),RELX - Elsevier - Freedom Collection,OUI,3390.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),RELX - Elsevier - Freedom Collection,OUI,4206920.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre scientifique et technique du bâtiment (CSTB),RELX - Elsevier - Freedom Collection,OUI,88994.0,D077,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),RELX - Elsevier - Freedom Collection,OUI,122975.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),RELX - Elsevier - Freedom Collection,OUI,58653.0,D077,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),RELX - Elsevier - Freedom Collection,OUI,60266.0,D077,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),RELX - Elsevier - Freedom Collection,OUI,156093.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),RELX - Elsevier - Freedom Collection,OUI,159995.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Opérateur du programme 142 - Enseignement supérieur et recherche agricoles,École nationale vétérinaire d'Alfort (ENVA),RELX - Elsevier - Freedom Collection,OUI,70266.0,D094,Créteil,R11,Île-de-France
2017,Établissement public national à caractère administratif,Opérateur du programme 142 - Enseignement supérieur et recherche agricoles,École nationale vétérinaire d'Alfort (ENVA),RELX - Elsevier - Freedom Collection,OUI,72198.0,D094,Créteil,R11,Île-de-France
2015,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),RELX - Elsevier - Freedom Collection,OUI,61973.0,D075,Paris,R11,Île-de-France
2018,Association loi de 1901,École de commerce et de management,École supérieure des sciences économiques et commerciales (Essec),RELX - Elsevier - Freedom Collection,OUI,93047.0,D095,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,Groupe des écoles nationales d'économie et statistique (GENES),RELX - Elsevier - Freedom Collection,OUI,73798.0,D091,Versailles,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Établissement public à caractère industriel et commercial,Institut de radioprotection et de sûreté nucléaire (IRSN),RELX - Elsevier - Freedom Collection,OUI,342615.0,D092,Versailles,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture (Irstea),RELX - Elsevier - Freedom Collection,OUI,73776.0,D092,Versailles,R11,Île-de-France
